Day Date,Week End Date,Center Name,Driver Work Center Hrs Qty,Deliv Stops Qty
9/26/2019,9/28/2019,Mountain 3,275.47,3780
9/27/2019,9/28/2019,Mountain 1,247.66,2364
9/27/2019,9/28/2019,Mountain 2,137.04,1807
9/27/2019,9/28/2019,Mountain 3,244.76,3442
9/28/2019,9/28/2019,Mountain 1,19.24,58
9/28/2019,9/28/2019,Mountain 2,16.19,36
9/28/2019,9/28/2019,Mountain 3,19.78,72
9/29/2019,10/5/2019,Mountain 1,0.00,0
9/29/2019,10/5/2019,Mountain 2,0.00,0
9/29/2019,10/5/2019,Mountain 3,0.00,0
9/30/2019,10/5/2019,Mountain 1,265.82,2500
9/30/2019,10/5/2019,Mountain 2,143.10,1814
9/30/2019,10/5/2019,Mountain 3,246.48,3226
10/1/2019,10/5/2019,Mountain 1,251.91,2378
10/1/2019,10/5/2019,Mountain 2,142.15,1785
10/1/2019,10/5/2019,Mountain 3,223.64,3130
10/2/2019,10/5/2019,Mountain 1,250.78,2427
10/2/2019,10/5/2019,Mountain 2,143.59,1837
10/2/2019,10/5/2019,Mountain 3,254.31,3569
10/3/2019,10/5/2019,Mountain 1,265.87,2491
10/3/2019,10/5/2019,Mountain 2,153.80,1919
10/3/2019,10/5/2019,Mountain 3,256.21,3600
10/4/2019,10/5/2019,Mountain 1,258.65,2399
10/4/2019,10/5/2019,Mountain 2,143.36,1870
10/4/2019,10/5/2019,Mountain 3,251.80,3636
10/5/2019,10/5/2019,Mountain 1,18.64,55
10/5/2019,10/5/2019,Mountain 2,16.94,35
10/5/2019,10/5/2019,Mountain 3,15.99,68
10/6/2019,10/12/2019,Mountain 1,0.00,0
10/6/2019,10/12/2019,Mountain 2,0.00,0
10/6/2019,10/12/2019,Mountain 3,0.00,0
10/7/2019,10/12/2019,Mountain 1,261.90,2466
10/7/2019,10/12/2019,Mountain 2,136.10,1726
10/7/2019,10/12/2019,Mountain 3,246.97,3186
10/8/2019,10/12/2019,Mountain 1,271.72,2640
10/8/2019,10/12/2019,Mountain 2,138.18,1799
10/8/2019,10/12/2019,Mountain 3,232.09,3160
10/9/2019,10/12/2019,Mountain 1,253.72,2416
10/9/2019,10/12/2019,Mountain 2,138.86,1832
10/9/2019,10/12/2019,Mountain 3,256.53,3581
10/10/2019,10/12/2019,Mountain 1,275.62,2455
10/10/2019,10/12/2019,Mountain 2,149.49,1886
10/10/2019,10/12/2019,Mountain 3,266.97,3630
10/11/2019,10/12/2019,Mountain 1,249.52,2264
10/11/2019,10/12/2019,Mountain 2,133.61,1675
10/11/2019,10/12/2019,Mountain 3,255.21,3452
10/12/2019,10/12/2019,Mountain 1,20.00,63
10/12/2019,10/12/2019,Mountain 2,18.50,44
10/12/2019,10/12/2019,Mountain 3,16.94,68
10/13/2019,10/19/2019,Mountain 1,0.00,0
10/13/2019,10/19/2019,Mountain 2,0.00,0
10/13/2019,10/19/2019,Mountain 3,0.00,0
10/14/2019,10/19/2019,Mountain 1,276.09,2663
10/14/2019,10/19/2019,Mountain 2,141.01,1918
10/14/2019,10/19/2019,Mountain 3,262.00,3600
10/15/2019,10/19/2019,Mountain 1,268.43,2660
10/15/2019,10/19/2019,Mountain 2,134.92,1740
10/15/2019,10/19/2019,Mountain 3,236.90,3245
10/16/2019,10/19/2019,Mountain 1,256.99,2608
10/16/2019,10/19/2019,Mountain 2,146.83,1874
10/16/2019,10/19/2019,Mountain 3,258.38,3681
10/17/2019,10/19/2019,Mountain 1,263.59,2513
10/17/2019,10/19/2019,Mountain 2,142.58,1852
10/17/2019,10/19/2019,Mountain 3,257.64,3509
10/18/2019,10/19/2019,Mountain 1,267.34,2460
10/18/2019,10/19/2019,Mountain 2,143.87,1788
10/18/2019,10/19/2019,Mountain 3,244.66,3380
10/19/2019,10/19/2019,Mountain 1,21.14,76
10/19/2019,10/19/2019,Mountain 2,18.66,28
10/19/2019,10/19/2019,Mountain 3,19.68,57
10/20/2019,10/26/2019,Mountain 1,0.00,0
10/20/2019,10/26/2019,Mountain 2,0.00,0
10/20/2019,10/26/2019,Mountain 3,0.00,0
10/21/2019,10/26/2019,Mountain 1,279.26,2490
10/21/2019,10/26/2019,Mountain 2,149.03,1747
10/21/2019,10/26/2019,Mountain 3,258.15,3352
10/22/2019,10/26/2019,Mountain 1,281.53,2664
10/22/2019,10/26/2019,Mountain 2,133.50,1816
10/22/2019,10/26/2019,Mountain 3,247.17,3259
10/23/2019,10/26/2019,Mountain 1,287.83,2739
10/23/2019,10/26/2019,Mountain 2,144.01,2000
10/23/2019,10/26/2019,Mountain 3,270.70,3945
10/24/2019,10/26/2019,Mountain 1,316.30,2650
10/24/2019,10/26/2019,Mountain 2,137.15,1808
10/24/2019,10/26/2019,Mountain 3,279.98,3494
10/25/2019,10/26/2019,Mountain 1,283.05,2594
10/25/2019,10/26/2019,Mountain 2,164.40,2110
10/25/2019,10/26/2019,Mountain 3,280.98,3767
10/26/2019,10/26/2019,Mountain 1,19.10,46
10/26/2019,10/26/2019,Mountain 2,21.29,31
10/26/2019,10/26/2019,Mountain 3,13.63,49
10/27/2019,11/2/2019,Mountain 1,0.00,0
10/27/2019,11/2/2019,Mountain 2,0.00,0
10/27/2019,11/2/2019,Mountain 3,0.00,0
10/28/2019,11/2/2019,Mountain 1,296.20,2500
10/28/2019,11/2/2019,Mountain 2,149.57,1955
10/28/2019,11/2/2019,Mountain 3,256.60,3200
10/29/2019,11/2/2019,Mountain 1,297.03,2575
10/29/2019,11/2/2019,Mountain 2,132.26,1732
10/29/2019,11/2/2019,Mountain 3,254.82,3099
10/30/2019,11/2/2019,Mountain 1,308.36,2600
10/30/2019,11/2/2019,Mountain 2,180.58,2014
10/30/2019,11/2/2019,Mountain 3,311.26,3724
10/31/2019,11/2/2019,Mountain 1,322.54,2736
10/31/2019,11/2/2019,Mountain 2,182.58,2142
10/31/2019,11/2/2019,Mountain 3,288.58,3791
11/1/2019,11/2/2019,Mountain 1,300.03,2571
11/1/2019,11/2/2019,Mountain 2,155.23,1966
11/1/2019,11/2/2019,Mountain 3,288.25,3748
11/2/2019,11/2/2019,Mountain 1,27.33,92
11/2/2019,11/2/2019,Mountain 2,19.99,47
11/2/2019,11/2/2019,Mountain 3,22.31,86
11/3/2019,11/9/2019,Mountain 1,0.00,0
11/3/2019,11/9/2019,Mountain 2,0.00,0
11/3/2019,11/9/2019,Mountain 3,0.00,0
11/4/2019,11/9/2019,Mountain 1,276.30,2511
11/4/2019,11/9/2019,Mountain 2,149.43,1845
11/4/2019,11/9/2019,Mountain 3,264.38,3283
11/5/2019,11/9/2019,Mountain 1,271.30,2645
11/5/2019,11/9/2019,Mountain 2,157.89,1886
11/5/2019,11/9/2019,Mountain 3,278.38,3424
11/6/2019,11/9/2019,Mountain 1,285.89,2717
11/6/2019,11/9/2019,Mountain 2,167.74,2106
11/6/2019,11/9/2019,Mountain 3,273.31,3670
11/7/2019,11/9/2019,Mountain 1,275.90,2531
11/7/2019,11/9/2019,Mountain 2,163.12,1983
11/7/2019,11/9/2019,Mountain 3,268.86,3505
11/8/2019,11/9/2019,Mountain 1,261.52,2525
11/8/2019,11/9/2019,Mountain 2,167.46,1972
11/8/2019,11/9/2019,Mountain 3,279.45,3696
11/9/2019,11/9/2019,Mountain 1,25.75,80
11/9/2019,11/9/2019,Mountain 2,16.36,50
11/9/2019,11/9/2019,Mountain 3,18.21,64
11/10/2019,11/16/2019,Mountain 1,0.00,0
11/10/2019,11/16/2019,Mountain 2,0.00,0
11/10/2019,11/16/2019,Mountain 3,0.00,0
11/11/2019,11/16/2019,Mountain 1,271.75,2547
11/11/2019,11/16/2019,Mountain 2,164.46,1994
11/11/2019,11/16/2019,Mountain 3,261.98,3489
11/12/2019,11/16/2019,Mountain 1,274.19,2758
11/12/2019,11/16/2019,Mountain 2,163.27,1966
11/12/2019,11/16/2019,Mountain 3,250.32,3224
11/13/2019,11/16/2019,Mountain 1,263.13,2604
11/13/2019,11/16/2019,Mountain 2,164.34,2054
11/13/2019,11/16/2019,Mountain 3,264.49,3757
11/14/2019,11/16/2019,Mountain 1,263.39,2534
11/14/2019,11/16/2019,Mountain 2,156.23,2002
11/14/2019,11/16/2019,Mountain 3,269.81,3695
11/15/2019,11/16/2019,Mountain 1,286.84,2771
11/15/2019,11/16/2019,Mountain 2,174.43,2051
11/15/2019,11/16/2019,Mountain 3,311.50,3911
11/16/2019,11/16/2019,Mountain 1,25.05,72
11/16/2019,11/16/2019,Mountain 2,17.70,51
11/16/2019,11/16/2019,Mountain 3,20.51,72
11/17/2019,11/23/2019,Mountain 1,0.00,0
11/17/2019,11/23/2019,Mountain 2,0.00,0
11/17/2019,11/23/2019,Mountain 3,0.00,0
11/18/2019,11/23/2019,Mountain 1,284.87,2684
11/18/2019,11/23/2019,Mountain 2,177.09,2005
11/18/2019,11/23/2019,Mountain 3,283.64,3548
11/19/2019,11/23/2019,Mountain 1,298.39,2913
11/19/2019,11/23/2019,Mountain 2,156.28,1967
11/19/2019,11/23/2019,Mountain 3,263.78,3423
11/20/2019,11/23/2019,Mountain 1,301.51,2824
11/20/2019,11/23/2019,Mountain 2,173.51,2173
11/20/2019,11/23/2019,Mountain 3,289.46,3884
11/21/2019,11/23/2019,Mountain 1,295.43,2768
11/21/2019,11/23/2019,Mountain 2,165.26,1996
11/21/2019,11/23/2019,Mountain 3,288.28,3742
11/22/2019,11/23/2019,Mountain 1,301.55,2560
11/22/2019,11/23/2019,Mountain 2,212.25,2176
11/22/2019,11/23/2019,Mountain 3,318.91,3961
11/23/2019,11/23/2019,Mountain 1,34.51,113
11/23/2019,11/23/2019,Mountain 2,0.00,0
11/23/2019,11/23/2019,Mountain 3,20.27,76
11/24/2019,11/30/2019,Mountain 1,0.00,0
11/24/2019,11/30/2019,Mountain 2,0.00,0
11/24/2019,11/30/2019,Mountain 3,0.00,0
11/25/2019,11/30/2019,Mountain 1,330.73,3154
11/25/2019,11/30/2019,Mountain 2,213.47,2261
11/25/2019,11/30/2019,Mountain 3,291.72,3609
11/26/2019,11/30/2019,Mountain 1,286.23,2574
11/26/2019,11/30/2019,Mountain 2,173.07,1517
11/26/2019,11/30/2019,Mountain 3,281.99,3284
11/27/2019,11/30/2019,Mountain 1,299.10,2626
11/27/2019,11/30/2019,Mountain 2,222.48,2424
11/27/2019,11/30/2019,Mountain 3,302.68,3516
11/28/2019,11/30/2019,Mountain 1,0.00,0
11/28/2019,11/30/2019,Mountain 2,0.00,0
11/28/2019,11/30/2019,Mountain 3,0.00,0
11/29/2019,11/30/2019,Mountain 1,305.98,2794
11/29/2019,11/30/2019,Mountain 2,203.60,1958
11/29/2019,11/30/2019,Mountain 3,355.34,4364
11/30/2019,11/30/2019,Mountain 1,143.13,1056
11/30/2019,11/30/2019,Mountain 2,25.64,67
11/30/2019,11/30/2019,Mountain 3,32.36,95
12/1/2019,12/7/2019,Mountain 1,0.00,0
12/1/2019,12/7/2019,Mountain 2,0.00,0
12/1/2019,12/7/2019,Mountain 3,0.00,0
12/2/2019,12/7/2019,Mountain 1,375.47,3449
12/2/2019,12/7/2019,Mountain 2,285.29,2705
12/2/2019,12/7/2019,Mountain 3,438.44,5154
12/3/2019,12/7/2019,Mountain 1,392.23,3912
12/3/2019,12/7/2019,Mountain 2,275.83,3087
12/3/2019,12/7/2019,Mountain 3,385.73,4839
12/4/2019,12/7/2019,Mountain 1,359.60,3424
12/4/2019,12/7/2019,Mountain 2,228.91,2668
12/4/2019,12/7/2019,Mountain 3,457.92,5719
12/5/2019,12/7/2019,Mountain 1,357.40,3324
12/5/2019,12/7/2019,Mountain 2,271.85,3081
12/5/2019,12/7/2019,Mountain 3,433.17,5574
12/6/2019,12/7/2019,Mountain 1,358.14,3482
12/6/2019,12/7/2019,Mountain 2,251.72,2943
12/6/2019,12/7/2019,Mountain 3,458.89,5921
12/7/2019,12/7/2019,Mountain 1,28.89,58
12/7/2019,12/7/2019,Mountain 2,19.36,34
12/7/2019,12/7/2019,Mountain 3,16.45,57
12/8/2019,12/14/2019,Mountain 1,0.00,0
12/8/2019,12/14/2019,Mountain 2,0.00,0
12/8/2019,12/14/2019,Mountain 3,0.00,0
12/9/2019,12/14/2019,Mountain 1,475.66,4286
12/9/2019,12/14/2019,Mountain 2,287.30,3211
12/9/2019,12/14/2019,Mountain 3,528.48,6483
12/10/2019,12/14/2019,Mountain 1,450.35,4319
12/10/2019,12/14/2019,Mountain 2,301.07,3695
12/10/2019,12/14/2019,Mountain 3,429.60,5523
12/11/2019,12/14/2019,Mountain 1,423.30,3859
12/11/2019,12/14/2019,Mountain 2,250.49,3119
12/11/2019,12/14/2019,Mountain 3,471.13,6075
12/12/2019,12/14/2019,Mountain 1,383.49,3655
12/12/2019,12/14/2019,Mountain 2,288.91,3271
12/12/2019,12/14/2019,Mountain 3,490.25,6344
12/13/2019,12/14/2019,Mountain 1,404.17,3713
12/13/2019,12/14/2019,Mountain 2,300.19,3225
12/13/2019,12/14/2019,Mountain 3,417.15,5413
12/14/2019,12/14/2019,Mountain 1,38.33,113
12/14/2019,12/14/2019,Mountain 2,111.22,1013
12/14/2019,12/14/2019,Mountain 3,195.87,2190
12/15/2019,12/21/2019,Mountain 1,0.00,0
12/15/2019,12/21/2019,Mountain 2,0.00,0
12/15/2019,12/21/2019,Mountain 3,0.00,0
12/16/2019,12/21/2019,Mountain 1,433.63,4136
12/16/2019,12/21/2019,Mountain 2,293.37,3403
12/16/2019,12/21/2019,Mountain 3,504.01,6268
12/17/2019,12/21/2019,Mountain 1,441.05,4252
12/17/2019,12/21/2019,Mountain 2,255.42,3059
12/17/2019,12/21/2019,Mountain 3,397.04,5066
12/18/2019,12/21/2019,Mountain 1,365.09,3583
12/18/2019,12/21/2019,Mountain 2,280.75,3425
12/18/2019,12/21/2019,Mountain 3,399.05,6070
12/19/2019,12/21/2019,Mountain 1,395.99,4053
12/19/2019,12/21/2019,Mountain 2,316.02,3639
12/19/2019,12/21/2019,Mountain 3,496.04,6766
12/20/2019,12/21/2019,Mountain 1,428.90,4477
12/20/2019,12/21/2019,Mountain 2,340.15,3967
12/20/2019,12/21/2019,Mountain 3,507.48,7096
12/21/2019,12/21/2019,Mountain 1,40.52,100
12/21/2019,12/21/2019,Mountain 2,28.00,328
12/21/2019,12/21/2019,Mountain 3,211.68,1830
12/22/2019,12/28/2019,Mountain 1,0.00,0
12/22/2019,12/28/2019,Mountain 2,0.00,0
12/22/2019,12/28/2019,Mountain 3,0.00,0
12/23/2019,12/28/2019,Mountain 1,505.49,5727
12/23/2019,12/28/2019,Mountain 2,378.24,4509
12/23/2019,12/28/2019,Mountain 3,535.94,7829
12/24/2019,12/28/2019,Mountain 1,394.82,4076
12/24/2019,12/28/2019,Mountain 2,298.72,3799
12/24/2019,12/28/2019,Mountain 3,445.76,6204
12/25/2019,12/28/2019,Mountain 1,0.00,0
12/25/2019,12/28/2019,Mountain 2,0.00,0
12/25/2019,12/28/2019,Mountain 3,0.00,0
12/26/2019,12/28/2019,Mountain 1,158.69,1142
12/26/2019,12/28/2019,Mountain 2,112.78,1194
12/26/2019,12/28/2019,Mountain 3,201.35,2041
12/27/2019,12/28/2019,Mountain 1,325.62,3212
12/27/2019,12/28/2019,Mountain 2,214.48,2529
12/27/2019,12/28/2019,Mountain 3,350.26,4478
12/28/2019,12/28/2019,Mountain 1,39.05,94
12/28/2019,12/28/2019,Mountain 2,21.61,73
12/28/2019,12/28/2019,Mountain 3,26.06,120
12/29/2019,1/4/2020,Mountain 1,0.00,0
12/29/2019,1/4/2020,Mountain 2,0.00,0
12/29/2019,1/4/2020,Mountain 3,0.00,0
12/30/2019,1/4/2020,Mountain 1,376.38,3952
12/30/2019,1/4/2020,Mountain 2,277.09,3109
12/30/2019,1/4/2020,Mountain 3,422.67,5070
12/31/2019,1/4/2020,Mountain 1,165.55,1346
12/31/2019,1/4/2020,Mountain 2,123.49,1080
12/31/2019,1/4/2020,Mountain 3,167.75,1588
1/1/2020,1/4/2020,Mountain 1,0.00,0
1/1/2020,1/4/2020,Mountain 2,0.00,0
1/1/2020,1/4/2020,Mountain 3,0.00,0
1/2/2020,1/4/2020,Mountain 1,303.38,2794
1/2/2020,1/4/2020,Mountain 2,202.23,2301
1/2/2020,1/4/2020,Mountain 3,318.01,3804
1/3/2020,1/4/2020,Mountain 1,362.35,3742
1/3/2020,1/4/2020,Mountain 2,262.86,2839
1/3/2020,1/4/2020,Mountain 3,382.60,4983
1/4/2020,1/4/2020,Mountain 1,34.37,99
1/4/2020,1/4/2020,Mountain 2,27.41,78
1/4/2020,1/4/2020,Mountain 3,28.36,100
1/5/2020,1/11/2020,Mountain 1,0.00,0
1/5/2020,1/11/2020,Mountain 2,0.00,0
1/5/2020,1/11/2020,Mountain 3,0.00,0
1/6/2020,1/11/2020,Mountain 1,392.37,3851
1/6/2020,1/11/2020,Mountain 2,238.98,3037
1/6/2020,1/11/2020,Mountain 3,417.69,5169
1/7/2020,1/11/2020,Mountain 1,358.96,3579
1/7/2020,1/11/2020,Mountain 2,218.52,2730
1/7/2020,1/11/2020,Mountain 3,339.65,4593
1/8/2020,1/11/2020,Mountain 1,323.94,3239
1/8/2020,1/11/2020,Mountain 2,207.86,2693
1/8/2020,1/11/2020,Mountain 3,362.46,4689
1/9/2020,1/11/2020,Mountain 1,307.50,3040
1/9/2020,1/11/2020,Mountain 2,194.23,2469
1/9/2020,1/11/2020,Mountain 3,325.08,4482
1/10/2020,1/11/2020,Mountain 1,287.36,2782
1/10/2020,1/11/2020,Mountain 2,184.51,2149
1/10/2020,1/11/2020,Mountain 3,309.66,3946
1/11/2020,1/11/2020,Mountain 1,31.07,91
1/11/2020,1/11/2020,Mountain 2,25.60,74
1/11/2020,1/11/2020,Mountain 3,24.33,92
1/12/2020,1/18/2020,Mountain 1,0.00,0
1/12/2020,1/18/2020,Mountain 2,0.00,0
1/12/2020,1/18/2020,Mountain 3,0.00,0
1/13/2020,1/18/2020,Mountain 1,300.85,2911
1/13/2020,1/18/2020,Mountain 2,189.47,2229
1/13/2020,1/18/2020,Mountain 3,288.82,3619
1/14/2020,1/18/2020,Mountain 1,299.70,2874
1/14/2020,1/18/2020,Mountain 2,173.62,2072
1/14/2020,1/18/2020,Mountain 3,275.11,3492
1/15/2020,1/18/2020,Mountain 1,278.88,2727
1/15/2020,1/18/2020,Mountain 2,171.67,2233
1/15/2020,1/18/2020,Mountain 3,276.51,3849
1/16/2020,1/18/2020,Mountain 1,277.96,2727
1/16/2020,1/18/2020,Mountain 2,172.50,2171
1/16/2020,1/18/2020,Mountain 3,278.35,3867
1/17/2020,1/18/2020,Mountain 1,280.36,2563
1/17/2020,1/18/2020,Mountain 2,179.83,2088
1/17/2020,1/18/2020,Mountain 3,264.41,3599
1/18/2020,1/18/2020,Mountain 1,19.35,71
1/18/2020,1/18/2020,Mountain 2,27.23,67
1/18/2020,1/18/2020,Mountain 3,27.26,137
1/19/2020,1/25/2020,Mountain 1,0.00,0
1/19/2020,1/25/2020,Mountain 2,0.00,0
1/19/2020,1/25/2020,Mountain 3,0.00,0
1/20/2020,1/25/2020,Mountain 1,273.35,2808
1/20/2020,1/25/2020,Mountain 2,173.51,2243
1/20/2020,1/25/2020,Mountain 3,289.19,3810
1/21/2020,1/25/2020,Mountain 1,279.61,2746
1/21/2020,1/25/2020,Mountain 2,157.91,1994
1/21/2020,1/25/2020,Mountain 3,254.06,3261
1/22/2020,1/25/2020,Mountain 1,269.74,2648
1/22/2020,1/25/2020,Mountain 2,164.76,2114
1/22/2020,1/25/2020,Mountain 3,289.51,3812
1/23/2020,1/25/2020,Mountain 1,277.68,2668
1/23/2020,1/25/2020,Mountain 2,168.63,2113
1/23/2020,1/25/2020,Mountain 3,294.57,3746
1/24/2020,1/25/2020,Mountain 1,271.27,2542
1/24/2020,1/25/2020,Mountain 2,155.76,1933
1/24/2020,1/25/2020,Mountain 3,277.30,3408
1/25/2020,1/25/2020,Mountain 1,27.44,108
1/25/2020,1/25/2020,Mountain 2,25.52,77
1/25/2020,1/25/2020,Mountain 3,27.76,84
1/26/2020,2/1/2020,Mountain 1,0.00,0
1/26/2020,2/1/2020,Mountain 2,0.00,0
1/26/2020,2/1/2020,Mountain 3,0.00,0
1/27/2020,2/1/2020,Mountain 1,263.07,2591
1/27/2020,2/1/2020,Mountain 2,148.44,2010
1/27/2020,2/1/2020,Mountain 3,255.48,3148
1/28/2020,2/1/2020,Mountain 1,271.64,2691
1/28/2020,2/1/2020,Mountain 2,150.98,2003
1/28/2020,2/1/2020,Mountain 3,246.73,3219
1/29/2020,2/1/2020,Mountain 1,258.27,2575
1/29/2020,2/1/2020,Mountain 2,145.17,1960
1/29/2020,2/1/2020,Mountain 3,264.94,3538
1/30/2020,2/1/2020,Mountain 1,252.62,2445
1/30/2020,2/1/2020,Mountain 2,164.79,2019
1/30/2020,2/1/2020,Mountain 3,256.40,3604
1/31/2020,2/1/2020,Mountain 1,258.99,2501
1/31/2020,2/1/2020,Mountain 2,154.24,1906
1/31/2020,2/1/2020,Mountain 3,258.06,3496
2/1/2020,2/1/2020,Mountain 1,33.01,85
2/1/2020,2/1/2020,Mountain 2,0.00,0
2/1/2020,2/1/2020,Mountain 3,19.20,74
2/2/2020,2/8/2020,Mountain 1,0.00,0
2/2/2020,2/8/2020,Mountain 2,0.00,0
2/2/2020,2/8/2020,Mountain 3,0.00,0
2/3/2020,2/8/2020,Mountain 1,280.90,2684
2/3/2020,2/8/2020,Mountain 2,168.52,2144
2/3/2020,2/8/2020,Mountain 3,255.49,3329
2/4/2020,2/8/2020,Mountain 1,261.42,2430
2/4/2020,2/8/2020,Mountain 2,154.96,1957
2/4/2020,2/8/2020,Mountain 3,225.09,2987
